"idn";"year";"ort_idn";"ort_name";"location";"lat";"lon"
1107243831;1772;40347508;"Lausanne";"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra";"46.5218269";"6.6327025"
1107411084;1772;40347508;"Lausanne";"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra";"46.5218269";"6.6327025"
1107402549;1772;"04002170X";"Ansbach";"Ansbach, Bayern, 91522, Deutschland";"49.3028611";"10.5722288"
1107422108;1772;"04066337X";"Winterthur";"Winterthur, Bezirk Winterthur, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.4991723";"8.7291498"
1107290546;1773;40231186;"Hamburg";"Hamburg, Deutschland";"53.550341";"10.000654"
1107294134;1773;40181227;"Frankfurt (Oder)";"Frankfurt (Oder), Brandenburg, Deutschland";"52.3412273";"14.549452"
1107297028;1773;40367703;"Lyon";"Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France";"45.75781370000001";"4.8320114"
1107371562;1774;40017834;"Amsterdam";"Amsterdam, Noord-Holland, Nederland";"52.3727598";"4.8936041"
1107358787;1775;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107232643;1775;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107245370;1775;"04089228X";"Hildburghausen";"Hildburghausen, Landkreis Hildburghausen, Thüringen, Deutschland";"50.4266785";"10.7296992"
1107307198;1775;"04068038X";"Zürich";"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.3744489";"8.5410422"
1153969092;1775;"04068038X";"Zürich";"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.3744489";"8.5410422"
1107355311;1775;40347508;"Lausanne";"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra";"46.5218269";"6.6327025"
1107355680;1775;40347508;"Lausanne";"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra";"46.5218269";"6.6327025"
1153962624;1775;40347508;"Lausanne";"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra";"46.5218269";"6.6327025"
1107304571;1776;40152995;"Erlangen";"Erlangen, Bayern, Deutschland";"49.5981187";"11.003645"
1107339030;1776;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
"110730038X";1776;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107409144;1776;40201376;"Genf";"Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra";"46.2017559";"6.1466014000000015"
1107263379;1776;40036146;"Augsburg";"Augsburg, Bayern, Deutschland";"48.3668041";"10.8986971"
1107282675;1776;40743616;"Lüttich";"Liège, Wallonie, 4000, België / Belgique / Belgien";"50.6451381";"5.5734203"
1107374235;1777;40231186;"Hamburg";"Hamburg, Deutschland";"53.550341";"10.000654"
1107358248;1777;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107430496;1777;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107282683;1777;40446603;"Paris";"Paris, Île-de-France, France métropolitaine, France";"48.8566969";"2.3514616000000004"
1107410282;1778;40239969;"Heidelberg";"Heidelberg, Baden-Württemberg, Deutschland";"49.40935820000001";"8.694724"
1107371457;1778;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107365252;1778;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107355346;1778;40201376;"Genf";"Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra";"46.2017559";"6.1466014000000015"
1107409128;1778;40201376;"Genf";"Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra";"46.2017559";"6.1466014000000015"
1107390621;1778;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107307848;1778;"04036934X";"Magdeburg";"Magdeburg, Sachsen-Anhalt, Deutschland";"52.1315889";"11.6399609"
1107245516;1778;40152405;"Erfurt";"Erfurt, Thüringen, Deutschland";"50.9777974";"11.0287364"
"110728595X";1778;40611477;"Tübingen";"Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland";"48.5236164";"9.0535531"
1107294010;1779;40763102;"Prag";"Hlavní město Praha, Praha, Česko";"50.0874654";"14.4212535"
1107272254;1779;"04020989X";"Gießen";"Gießen, Landkreis Gießen, Hessen, Deutschland";"50.5862066";"8.6742306"
1107430380;1779;40230252;"Halle (Saale)";"Halle (Saale), Sachsen-Anhalt, Deutschland";"51.4825041";"11.970545199999998"
1107236851;1779;40129950;"Dresden";"Dresden, Sachsen, Deutschland";"51.0493286";"13.7381437"
1107358469;1779;40314839;"Köln";"Köln, Nordrhein-Westfalen, Deutschland";"50.938361";"6.959974000000001"
1107238110;1779;40057623;"Bern";"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra";"46.9482713";"7.4514512"
1107324637;1779;40057623;"Bern";"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra";"46.9482713";"7.4514512"
1107325382;1779;40057623;"Bern";"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra";"46.9482713";"7.4514512"
1107285968;1779;42012783;"Wismar";"Wismar, Nordwestmecklenburg, Mecklenburg-Vorpommern, Deutschland";"53.89098320000001";"11.4647932"
1107262984;1779;40309215;"Klagenfurt";"Klagenfurt am Wörthersee, Kärnten, Österreich";"46.6228162";"14.3079604"
1107329604;1779;40932184;"Fraustadt";"Wschowa, gmina Wschowa, powiat wschowski, województwo lubuskie, 67-400, Polska";"51.8038354";"16.317277100000002"
1107240131;1780;40231186;"Hamburg";"Hamburg, Deutschland";"53.550341";"10.000654"
1107324688;1780;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
"110743050X";1780;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107350239;1780;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107430283;1780;40201376;"Genf";"Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra";"46.2017559";"6.1466014000000015"
1107365406;1780;42670268;"Sankt Petersburg";"Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия";"59.938732";"30.316229"
1107331927;1780;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107250293;1780;40323994;"Kopenhagen";"København, Københavns Kommune, Region Hovedstaden, 1357, Danmark";"55.6867243";"12.5700724"
"110726197X";1780;40651053;"Weimar";"Weimar, Thüringen, Deutschland";"50.9810486";"11.3296637"
1107432472;1780;40749878;"Moskau";"Москва, Центральный федеральный округ, Россия";"55.7504461";"37.6174943"
1107369274;1781;40231186;"Hamburg";"Hamburg, Deutschland";"53.550341";"10.000654"
1107286387;1781;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107418321;1781;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107316219;1781;"04037372X";"Mannheim";"Mannheim, Baden-Württemberg, Deutschland";"49.48929129999999";"8.4673098"
1107383269;1781;40364836;"Lübeck";"Lübeck, Markt, Innenstadt, Lübeck, Schleswig-Holstein, 23552, Deutschland";"53.866444";"10.684738"
"110732145X";1781;40753034;"Neuenburg";"Neuchâtel, Schweiz/Suisse/Svizzera/Svizra";"46.9895828";"6.9292641"
1107283140;1782;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
"110733974X";1782;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107252296;1782;40230252;"Halle (Saale)";"Halle (Saale), Sachsen-Anhalt, Deutschland";"51.4825041";"11.970545199999998"
1107308348;1782;40230252;"Halle (Saale)";"Halle (Saale), Sachsen-Anhalt, Deutschland";"51.4825041";"11.970545199999998"
1107366941;1782;40050564;"Bayreuth";"Bayreuth, Bayern, Deutschland";"49.9427202";"11.5763079"
1107350247;1783;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107355850;1783;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107375258;1783;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107267935;1783;"04057878X";"Straßburg";"Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France";"48.584614";"7.750712700000001"
1107302080;1783;"04057878X";"Straßburg";"Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France";"48.584614";"7.750712700000001"
1107318173;1783;40240258;"Heilbronn";"Heilbronn, Baden-Württemberg, Deutschland";"49.142291";"9.218655"
1107326761;1783;"04068038X";"Zürich";"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.3744489";"8.5410422"
1107391725;1783;40480356;"Quedlinburg";"Quedlinburg, Landkreis Harz, Sachsen-Anhalt, Deutschland";"51.7855428";"11.1519933"
1107374561;1783;40489892;"Regensburg";"Regensburg, Bayern, Deutschland";"49.0195333";"12.0974869"
1107430437;1783;40610195;"Troppau";"Opava, okres Opava, Moravskoslezský kraj, Moravskoslezsko, Česko";"49.9389004";"17.9024174"
1107427886;1783;40414760;"Neapel";"Napoli, Campania, Italia";"40.8359336";"14.2487826"
1107385091;1783;40367703;"Lyon";"Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France";"45.75781370000001";"4.8320114"
1107301807;1783;40419282;"Neustadt a. d. Aisch";"Neustadt an der Aisch, Landkreis Neustadt an der Aisch-Bad Windsheim, Bayern, 91413, Deutschland";"49.5819105";"10.6077372"
"110737751X";1784;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107355869;1784;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107420245;1784;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107263425;1784;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107302099;1784;"04057878X";"Straßburg";"Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France";"48.584614";"7.750712700000001"
1107301033;1784;"04011077X";"Darmstadt";"Darmstadt, Hessen, Deutschland";"49.872775";"8.651177"
1107355877;1784;40994430;"Lehe";"Lee County, Texas, United States";"30.3031353";"-96.9588587"
1107284333;1785;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107317096;1785;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107324351;1785;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107344999;1785;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107260388;1785;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107388988;1785;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107303508;1785;40036146;"Augsburg";"Augsburg, Bayern, Deutschland";"48.3668041";"10.8986971"
1107235529;1785;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
"110728239X";1785;"04057878X";"Straßburg";"Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France";"48.584614";"7.750712700000001"
"110723283X";1785;40216527;"Gotha";"Gotha, Landkreis Gotha, Thüringen, Deutschland";"50.9494849";"10.7014435"
1107307945;1785;"04028557X";"Jena";"Jena, Thüringen, Deutschland";"50.9281717";"11.5879359"
1107271444;1785;40219127;"Graz";"Graz, Steiermark, Österreich";"47.0708678";"15.4382786"
1107295890;1785;"04021477X";"Göttingen";"Göttingen, Landkreis Göttingen, Niedersachsen, Deutschland";"51.5328328";"9.9351811"
1107292352;1785;943767199;"Brody";"Броди, Бродівська міська рада, Золочівський район, Львівська область, 80600-80603, Україна";"50.0833041";"25.1437921"
1107300800;1786;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107418836;1786;40678970;"Zittau";"Zittau, Görlitz, Sachsen, Deutschland";"50.89591420000001";"14.8064417"
1107228581;1786;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107263387;1786;40036146;"Augsburg";"Augsburg, Bayern, Deutschland";"48.3668041";"10.8986971"
1107235812;1786;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107263433;1786;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
"110732677X";1786;"04068038X";"Zürich";"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.3744489";"8.5410422"
1107330912;1786;40084566;"Brünn";"Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, Česko";"49.1922443";"16.6113382"
1107325412;1786;40057623;"Bern";"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra";"46.9482713";"7.4514512"
1107325625;1786;40057623;"Bern";"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra";"46.9482713";"7.4514512"
1107237246;1786;40572609;"Stendal";"Stendal, Sachsen-Anhalt, 39576, Deutschland";"52.6050782";"11.859427900000002"
1107326273;1786;40316165;"Köthen (Anhalt)";"Köthen (Anhalt), Anhalt-Bitterfeld, Sachsen-Anhalt, 06366, Deutschland";"51.75000479999999";"11.9666985"
1107244641;1787;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107348056;1787;"04008065X";"Braunschweig";"Braunschweig, Niedersachsen, Deutschland";"52.26465770000001";"10.5236066"
1107420237;1787;40670376;"Würzburg";"Würzburg, Bayern, Deutschland";"49.79245";"9.932966"
1107314631;1787;40201376;"Genf";"Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra";"46.2017559";"6.1466014000000015"
1107337615;1787;41371720;"Pest";"Le Pest, A Borde Grande, Sainte-Anne, Condom, Gers, Occitanie, France métropolitaine, 32430, France";"43.7445765";"0.979047"
1107250250;1787;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107293472;1787;40314839;"Köln";"Köln, Nordrhein-Westfalen, Deutschland";"50.938361";"6.959974000000001"
1107424372;1787;40181227;"Frankfurt (Oder)";"Frankfurt (Oder), Brandenburg, Deutschland";"52.3412273";"14.549452"
1107337143;1787;"04051594X";"Sankt Gallen";"St. Gallen, Wahlkreis St. Gallen, Sankt Gallen, Schweiz/Suisse/Svizzera/Svizra";"47.4250593";"9.3765878"
1107250633;1787;40445542;"Pappenheim";"Pappenheim, Landkreis Weißenburg-Gunzenhausen, Bayern, 91788, Deutschland";"48.934784";"10.9744929"
1107354005;1787;40385868;"Memmingen";"Memmingen, Bayern, 87700, Deutschland";"47.9867696";"10.181319"
1107322537;1788;40763102;"Prag";"Hlavní město Praha, Praha, Česko";"50.0874654";"14.4212535"
1107377889;1788;40371247;"Mainz";"Mainz, Rheinland-Pfalz, Deutschland";"50.0012314";"8.276251299999998"
1107424542;1788;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107235022;1788;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107268826;1788;41371720;"Pest";"Le Pest, A Borde Grande, Sainte-Anne, Condom, Gers, Occitanie, France métropolitaine, 32430, France";"43.7445765";"0.979047"
1107274737;1788;40666409;"Wittenberg";"Wittenberg, Sachsen-Anhalt, Deutschland";"51.8666527";"12.646761"
1107411408;1788;40046176;"Basel";"Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra";"47.55810770000001";"7.5878261"
1107337151;1788;"04051594X";"Sankt Gallen";"St. Gallen, Wahlkreis St. Gallen, Sankt Gallen, Schweiz/Suisse/Svizzera/Svizra";"47.4250593";"9.3765878"
1107352444;1788;40057623;"Bern";"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra";"46.9482713";"7.4514512"
1107391377;1788;40014096;"Altenburg";"Altenburg, Altenburger Land, Thüringen, 04600, Deutschland";"50.9852411";"12.4340988"
1107370000;1788;40769828;"Salzburg";"Salzburg, 5020, Österreich";"47.7981346";"13.0464806"
1107422132;1788;"04066337X";"Winterthur";"Winterthur, Bezirk Winterthur, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.4991723";"8.7291498"
1107246385;1789;"04050042X";"Riga";"Rīga, Vidzeme, Latvija";"56.94939770000001";"24.1051846"
1107226732;1789;40582825;"Stuttgart";"Stuttgart, Baden-Württemberg, Deutschland";"48.7784485";"9.1800132"
1107396875;1789;40371247;"Mainz";"Mainz, Rheinland-Pfalz, Deutschland";"50.0012314";"8.276251299999998"
1107255805;1789;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107309689;1789;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107420482;1789;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107313368;1789;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107334977;1789;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107400287;1789;40233499;"Hannover";"Hannover, Region Hannover, Niedersachsen, Deutschland";"52.3744779";"9.738553199999998"
1107328012;1789;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107263395;1789;40036146;"Augsburg";"Augsburg, Bayern, Deutschland";"48.3668041";"10.8986971"
1107420172;1789;41371720;"Pest";"Le Pest, A Borde Grande, Sainte-Anne, Condom, Gers, Occitanie, France métropolitaine, 32430, France";"43.7445765";"0.979047"
1107302102;1789;"04057878X";"Straßburg";"Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France";"48.584614";"7.750712700000001"
1107326788;1789;"04068038X";"Zürich";"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra";"47.3744489";"8.5410422"
1107327830;1789;40229874;"Halberstadt";"Halberstadt, Landkreis Harz, Sachsen-Anhalt, Deutschland";"51.8953514";"11.0520563"
1107244331;1789;40347508;"Lausanne";"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra";"46.5218269";"6.6327025"
1107321468;1789;40753034;"Neuenburg";"Neuchâtel, Schweiz/Suisse/Svizzera/Svizra";"46.9895828";"6.9292641"
"110730668X";1789;"04006509X";"Biel";"Bielle, Oloron-Sainte-Marie, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64260, France";"43.0559092";"-0.43253"
1107392195;1789;"04062501X";"Venedig";"Venezia, Veneto, Italia";"45.4371908";"12.3345898"
1107266947;1790;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107365260;1790;40427420;"Nürnberg";"Nürnberg, Bayern, Deutschland";"49.453872";"11.077298"
1107383420;1790;40181189;"Frankfurt am Main";"Frankfurt am Main, Hessen, Deutschland";"50.1106444";"8.682091699999999"
1107317185;1790;"04037372X";"Mannheim";"Mannheim, Baden-Württemberg, Deutschland";"49.48929129999999";"8.4673098"
1107296668;1790;40110397;"Danzig";"Gdańsk, powiat gdański, województwo pomorskie, Polska";"54.36143405";"18.628218475572734"
1107335485;1790;40216438;"Goslar";"Goslar, Landkreis Goslar, Niedersachsen, Deutschland";"51.9059936";"10.4266284"
1107269660;1791;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107294452;1791;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107322707;1791;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107327628;1791;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107333555;1791;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107332729;1791;"04020989X";"Gießen";"Gießen, Landkreis Gießen, Hessen, Deutschland";"50.5862066";"8.6742306"
1107358019;1791;40036146;"Augsburg";"Augsburg, Bayern, Deutschland";"48.3668041";"10.8986971"
1107272424;1791;40046176;"Basel";"Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra";"47.55810770000001";"7.5878261"
1107270057;1792;40763102;"Prag";"Hlavní město Praha, Praha, Česko";"50.0874654";"14.4212535"
1107407974;1792;"04050042X";"Riga";"Rīga, Vidzeme, Latvija";"56.94939770000001";"24.1051846"
1107343712;1792;40582825;"Stuttgart";"Stuttgart, Baden-Württemberg, Deutschland";"48.7784485";"9.1800132"
1107260701;1792;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107341728;1792;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107272432;1792;40046176;"Basel";"Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra";"47.55810770000001";"7.5878261"
1107323363;1792;40084566;"Brünn";"Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, Česko";"49.1922443";"16.6113382"
1107261929;1793;40231186;"Hamburg";"Hamburg, Deutschland";"53.550341";"10.000654"
1107381134;1793;40057283;"Berlin";"Berlin, 10117, Deutschland";"52.5170365";"13.388859900000002"
1107372852;1793;40660095;"Wien";"Wien, Österreich";"48.2083537";"16.372504199999998"
1107243904;1793;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107250927;1793;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107292697;1793;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107294460;1793;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107315786;1793;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
1107368685;1793;40352064;"Leipzig";"Leipzig, Sachsen, Deutschland";"51.3406321";"12.3747329"
